index,plate,season,world,mood,energy,palette,twist,seed,clean_path,preview_path,duration_ms,status,prompt
5,0005_haunted_majestic_stillness_blood_moon_unnatural_light.jpg,halloween,haunted,majestic,stillness,blood_moon,unnatural_light,407537741,previews/studio/halloween/0005_haunted_majestic_stillness_blood_moon_unnatural_light.jpg,wallpapers/studio/halloween/0005_haunted_majestic_stillness_blood_moon_unnatural_light.jpg,63868,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. A vast supernatural environment of impossible haunted mansions, ruined castles, forgotten estates and ancient graveyards. Architecture feels alive and subtly wrong: impossible corridors, leaning towers, illuminated windows, monumental gates and structures disappearing into fog. Unseen inhabitants are suggested through distant lights, silhouettes and movement. Elegant gothic horror. Grand cinematic illumination, monumental scale, deep dimensional contrast and radiant focal light. Darkness frames moments of extraordinary beauty and power. The scene inspires awe as much as fear, treating Halloween fantasy with the visual grandeur of an epic myth. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Blood red, crimson and burnt orange against black. Light behaves impossibly: falling upward, casting the wrong shadow, glowing from within a solid, or illuminating only one thing."
219,0219_infernal_bewitched_stillness_gothic_jewel_beautiful_decay.jpg,halloween,infernal,bewitched,stillness,gothic_jewel,beautiful_decay,1521107787,previews/studio/halloween/0219_infernal_bewitched_stillness_gothic_jewel_beautiful_decay.jpg,wallpapers/studio/halloween/0219_infernal_bewitched_stillness_gothic_jewel_beautiful_decay.jpg,64250,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. An immense mythic underworld of obsidian formations, volcanic chasms, ruined citadels and monumental demonic architecture. Molten light glows through cracks in black stone while smoke, embers and enormous shadowy entities occupy impossible distances. Ancient, powerful and visually magnificent. Seductive supernatural illumination, luminous haze and mysterious coloured light. Shadows remain soft and dimensional while magical highlights appear unexpectedly throughout the scene. Enchanting, mysterious and beautiful, with a subtle sense that something impossible is happening. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Garnet, emerald, sapphire and amethyst with antique gold. Ruin rendered as splendour: collapse, erosion and overgrowth arranged into something lovelier than the intact thing was."
6,0006_haunted_bewitched_drift_blood_moon_ancient_monument.jpg,halloween,haunted,bewitched,drift,blood_moon,ancient_monument,914489855,previews/studio/halloween/0006_haunted_bewitched_drift_blood_moon_ancient_monument.jpg,wallpapers/studio/halloween/0006_haunted_bewitched_drift_blood_moon_ancient_monument.jpg,65018,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. A vast supernatural environment of impossible haunted mansions, ruined castles, forgotten estates and ancient graveyards. Architecture feels alive and subtly wrong: impossible corridors, leaning towers, illuminated windows, monumental gates and structures disappearing into fog. Unseen inhabitants are suggested through distant lights, silhouettes and movement. Elegant gothic horror. Seductive supernatural illumination, luminous haze and mysterious coloured light. Shadows remain soft and dimensional while magical highlights appear unexpectedly throughout the scene. Enchanting, mysterious and beautiful, with a subtle sense that something impossible is happening. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Blood red, crimson and burnt orange against black. A single colossal made object dominates, older than anything around it and built for a purpose nobody remembers."
220,0220_infernal_haunting_drift_gothic_jewel_hidden_presence.jpg,halloween,infernal,haunting,drift,gothic_jewel,hidden_presence,2028059901,previews/studio/halloween/0220_infernal_haunting_drift_gothic_jewel_hidden_presence.jpg,wallpapers/studio/halloween/0220_infernal_haunting_drift_gothic_jewel_hidden_presence.jpg,63778,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. An immense mythic underworld of obsidian formations, volcanic chasms, ruined citadels and monumental demonic architecture. Molten light glows through cracks in black stone while smoke, embers and enormous shadowy entities occupy impossible distances. Ancient, powerful and visually magnificent. Quiet, melancholy and deeply atmospheric. Diffused moonlight, pale illumination, long shadows, drifting fog and restrained contrast create the feeling of a place inhabited by memories or unseen presences. Beautiful first, unsettling second. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Garnet, emerald, sapphire and amethyst with antique gold. Something enormous is barely perceptible within the scene, read only as a shape in the mist, the stone or the shadow."
7,0007_haunted_haunting_flow_blood_moon_endless_depth.jpg,halloween,haunted,haunting,flow,blood_moon,endless_depth,1421441969,previews/studio/halloween/0007_haunted_haunting_flow_blood_moon_endless_depth.jpg,wallpapers/studio/halloween/0007_haunted_haunting_flow_blood_moon_endless_depth.jpg,63873,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. A vast supernatural environment of impossible haunted mansions, ruined castles, forgotten estates and ancient graveyards. Architecture feels alive and subtly wrong: impossible corridors, leaning towers, illuminated windows, monumental gates and structures disappearing into fog. Unseen inhabitants are suggested through distant lights, silhouettes and movement. Elegant gothic horror. Quiet, melancholy and deeply atmospheric. Diffused moonlight, pale illumination, long shadows, drifting fog and restrained contrast create the feeling of a place inhabited by memories or unseen presences. Beautiful first, unsettling second. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Blood red, crimson and burnt orange against black. The scene recedes far past where it should end, plane behind plane into immeasurable distance."
221,0221_infernal_ominous_flow_gothic_jewel_material_transformation.jpg,halloween,infernal,ominous,flow,gothic_jewel,material_transformation,387528368,previews/studio/halloween/0221_infernal_ominous_flow_gothic_jewel_material_transformation.jpg,wallpapers/studio/halloween/0221_infernal_ominous_flow_gothic_jewel_material_transformation.jpg,63617,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. An immense mythic underworld of obsidian formations, volcanic chasms, ruined citadels and monumental demonic architecture. Molten light glows through cracks in black stone while smoke, embers and enormous shadowy entities occupy impossible distances. Ancient, powerful and visually magnificent. Heavy darkness, approaching weather, deep directional shadows and isolated pools of illumination create mounting tension. The composition suggests that something enormous is about to happen without revealing exactly what it is. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Garnet, emerald, sapphire and amethyst with antique gold. One substance becomes another mid-form: stone into smoke, water into glass, cloth into flame."
8,0008_haunted_haunting_drift_pumpkin_fire_endless_depth.jpg,halloween,haunted,haunting,drift,pumpkin_fire,endless_depth,1928394083,previews/studio/halloween/0008_haunted_haunting_drift_pumpkin_fire_endless_depth.jpg,wallpapers/studio/halloween/0008_haunted_haunting_drift_pumpkin_fire_endless_depth.jpg,64097,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. A vast supernatural environment of impossible haunted mansions, ruined castles, forgotten estates and ancient graveyards. Architecture feels alive and subtly wrong: impossible corridors, leaning towers, illuminated windows, monumental gates and structures disappearing into fog. Unseen inhabitants are suggested through distant lights, silhouettes and movement. Elegant gothic horror. Quiet, melancholy and deeply atmospheric. Diffused moonlight, pale illumination, long shadows, drifting fog and restrained contrast create the feeling of a place inhabited by memories or unseen presences. Beautiful first, unsettling second. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Pumpkin orange, amber and copper against deep umber. The scene recedes far past where it should end, plane behind plane into immeasurable distance."
222,0222_infernal_macabre_surge_gothic_jewel_unnatural_light.jpg,halloween,infernal,macabre,surge,gothic_jewel,unnatural_light,894480482,previews/studio/halloween/0222_infernal_macabre_surge_gothic_jewel_unnatural_light.jpg,wallpapers/studio/halloween/0222_infernal_macabre_surge_gothic_jewel_unnatural_light.jpg,64617,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. An immense mythic underworld of obsidian formations, volcanic chasms, ruined citadels and monumental demonic architecture. Molten light glows through cracks in black stone while smoke, embers and enormous shadowy entities occupy impossible distances. Ancient, powerful and visually magnificent. Elegant darkness with stronger mortality and decay: aged surfaces, skeletal forms, dead vegetation, ruined grandeur and stark chiaroscuro. Sophisticated gothic beauty, disturbing details used sparingly against richly rendered darkness. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Garnet, emerald, sapphire and amethyst with antique gold. Light behaves impossibly: falling upward, casting the wrong shadow, glowing from within a solid, or illuminating only one thing."
427,0427_gothic_majestic_drift_ghostlight_living_architecture.jpg,halloween,gothic,majestic,drift,ghostlight,living_architecture,1740448796,previews/studio/halloween/0427_gothic_majestic_drift_ghostlight_living_architecture.jpg,wallpapers/studio/halloween/0427_gothic_majestic_drift_ghostlight_living_architecture.jpg,65229,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. A monumental dark-romantic world of cathedrals, gargoyles, ruined abbeys, ironwork, ancient stone, enormous windows and impossible vertical architecture. Structures rise dramatically through mist and darkness, illuminated by moonlight, candles and supernatural glow. Ornate, decaying and breathtaking, beauty and menace in equal measure. Grand cinematic illumination, monumental scale, deep dimensional contrast and radiant focal light. Darkness frames moments of extraordinary beauty and power. The scene inspires awe as much as fear, treating Halloween fantasy with the visual grandeur of an epic myth. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Spectral cyan, pale aqua and icy white against midnight blue. Built structures behave like a creature: breathing, watching, reaching, or forming a silhouette that is almost a body."
9,0009_haunted_ominous_flow_pumpkin_fire_emerging_form.jpg,halloween,haunted,ominous,flow,pumpkin_fire,emerging_form,287862550,previews/studio/halloween/0009_haunted_ominous_flow_pumpkin_fire_emerging_form.jpg,wallpapers/studio/halloween/0009_haunted_ominous_flow_pumpkin_fire_emerging_form.jpg,64721,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. A vast supernatural environment of impossible haunted mansions, ruined castles, forgotten estates and ancient graveyards. Architecture feels alive and subtly wrong: impossible corridors, leaning towers, illuminated windows, monumental gates and structures disappearing into fog. Unseen inhabitants are suggested through distant lights, silhouettes and movement. Elegant gothic horror. Heavy darkness, approaching weather, deep directional shadows and isolated pools of illumination create mounting tension. The composition suggests that something enormous is about to happen without revealing exactly what it is. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Pumpkin orange, amber and copper against deep umber. A shape is resolving out of the environment itself, half-formed and still becoming."
223,0223_infernal_nightmarish_eruption_gothic_jewel_ancient_monument.jpg,halloween,infernal,nightmarish,eruption,gothic_jewel,ancient_monument,1401432596,previews/studio/halloween/0223_infernal_nightmarish_eruption_gothic_jewel_ancient_monument.jpg,wallpapers/studio/halloween/0223_infernal_nightmarish_eruption_gothic_jewel_ancient_monument.jpg,63869,ok,"A single striking Halloween artwork made as a mobile phone wallpaper. One extraordinary focal idea, composed as a scene rather than an arrangement of seasonal objects. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. An immense mythic underworld of obsidian formations, volcanic chasms, ruined citadels and monumental demonic architecture. Molten light glows through cracks in black stone while smoke, embers and enormous shadowy entities occupy impossible distances. Ancient, powerful and visually magnificent. Unnatural lighting, extreme scale, distorted depth and impossible shadows make the scene feel like a vivid nightmare. Familiar forms become subtly wrong and visual logic begins to break down. Intensely unsettling and surreal, sophisticated and visually spectacular. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Garnet, emerald, sapphire and amethyst with antique gold. A single colossal made object dominates, older than anything around it and built for a purpose nobody remembers."
