index,plate,season,world,mood,energy,palette,twist,seed,clean_path,preview_path,duration_ms,status,prompt
2,0002_cosmos_twilight_flow_aurora.jpg,general,cosmos,twilight,flow,aurora,,1034165046,previews/studio/general/0002_cosmos_twilight_flow_aurora.jpg,wallpapers/studio/general/0002_cosmos_twilight_flow_aurora.jpg,65705,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Electric cyan, violet and emerald, luminous against midnight."
3,0003_cosmos_eclipse_surge_aurora.jpg,general,cosmos,eclipse,surge,aurora,,1541117160,previews/studio/general/0003_cosmos_eclipse_surge_aurora.jpg,wallpapers/studio/general/0003_cosmos_eclipse_surge_aurora.jpg,2378,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Electric cyan, violet and emerald, luminous against midnight."
4,0004_cosmos_midnight_eruption_aurora.jpg,general,cosmos,midnight,eruption,aurora,,2048069274,previews/studio/general/0004_cosmos_midnight_eruption_aurora.jpg,wallpapers/studio/general/0004_cosmos_midnight_eruption_aurora.jpg,65012,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Electric cyan, violet and emerald, luminous against midnight."
144,0144_glass_twilight_stillness_aurora.jpg,general,glass,twilight,stillness,aurora,,6921236,previews/studio/general/0144_glass_twilight_stillness_aurora.jpg,wallpapers/studio/general/0144_glass_twilight_stillness_aurora.jpg,64087,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Electric cyan, violet and emerald, luminous against midnight."
288,0288_liquid_midnight_stillness_aurora.jpg,general,liquid,midnight,stillness,aurora,,2141065301,previews/studio/general/0288_liquid_midnight_stillness_aurora.jpg,wallpapers/studio/general/0288_liquid_midnight_stillness_aurora.jpg,64101,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Electric cyan, violet and emerald, luminous against midnight."
432,0432_light_dream_stillness_aurora.jpg,general,light,dream,stillness,aurora,,2127725719,previews/studio/general/0432_light_dream_stillness_aurora.jpg,wallpapers/studio/general/0432_light_dream_stillness_aurora.jpg,64238,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Electric cyan, violet and emerald, luminous against midnight."
5,0005_cosmos_inferno_stillness_aurora.jpg,general,cosmos,inferno,stillness,aurora,,407537741,previews/studio/general/0005_cosmos_inferno_stillness_aurora.jpg,wallpapers/studio/general/0005_cosmos_inferno_stillness_aurora.jpg,65410,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Electric cyan, violet and emerald, luminous against midnight."
289,0289_liquid_inferno_drift_aurora.jpg,general,liquid,inferno,drift,aurora,,500533768,previews/studio/general/0289_liquid_inferno_drift_aurora.jpg,wallpapers/studio/general/0289_liquid_inferno_drift_aurora.jpg,63855,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Electric cyan, violet and emerald, luminous against midnight."
433,0433_light_storm_drift_aurora.jpg,general,light,storm,drift,aurora,,487194186,previews/studio/general/0433_light_storm_drift_aurora.jpg,wallpapers/studio/general/0433_light_storm_drift_aurora.jpg,63898,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Electric cyan, violet and emerald, luminous against midnight."
145,0145_glass_eclipse_drift_aurora.jpg,general,glass,eclipse,drift,aurora,,513873350,,,,failed,"flux timed out -- status=starting"
6,0006_cosmos_storm_drift_ember.jpg,general,cosmos,storm,drift,ember,,914489855,,,,failed,"flux timed out -- status=starting"
434,0434_light_twilight_flow_aurora.jpg,general,light,twilight,flow,aurora,,994146300,previews/studio/general/0434_light_twilight_flow_aurora.jpg,wallpapers/studio/general/0434_light_twilight_flow_aurora.jpg,64024,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Electric cyan, violet and emerald, luminous against midnight."
146,0146_glass_midnight_flow_aurora.jpg,general,glass,midnight,flow,aurora,,1020825464,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (67f10239-7453-4f86-bf6d-cf3b5f46d790)"
290,0290_liquid_dream_flow_aurora.jpg,general,liquid,dream,flow,aurora,,1007485882,,,,failed,"flux timed out -- status=starting"
7,0007_cosmos_twilight_flow_ember.jpg,general,cosmos,twilight,flow,ember,,1421441969,previews/studio/general/0007_cosmos_twilight_flow_ember.jpg,wallpapers/studio/general/0007_cosmos_twilight_flow_ember.jpg,32404,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Continuous sweeping movement, interconnected forms, graceful curves and clear directional pathways carrying the eye through the composition. Molten orange, crimson and amber against charcoal."
147,0147_glass_inferno_surge_aurora.jpg,general,glass,inferno,surge,aurora,,1527777578,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (072cd80e-f5ad-4c9b-be09-6eaf8d8ff067)"
291,0291_liquid_storm_surge_aurora.jpg,general,liquid,storm,surge,aurora,,1514437996,previews/studio/general/0291_liquid_storm_surge_aurora.jpg,wallpapers/studio/general/0291_liquid_storm_surge_aurora.jpg,63834,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Electric cyan, violet and emerald, luminous against midnight."
435,0435_light_eclipse_surge_aurora.jpg,general,light,eclipse,surge,aurora,,1501098414,,,,failed,"flux timed out -- status=starting"
8,0008_cosmos_eclipse_surge_ember.jpg,general,cosmos,eclipse,surge,ember,,1928394083,previews/studio/general/0008_cosmos_eclipse_surge_ember.jpg,wallpapers/studio/general/0008_cosmos_eclipse_surge_ember.jpg,64070,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Forceful directional movement, strong diagonals, overlapping forms, dynamic scale changes and pronounced visual momentum. Molten orange, crimson and amber against charcoal."
148,0148_glass_dream_eruption_aurora.jpg,general,glass,dream,eruption,aurora,,2034729692,previews/studio/general/0148_glass_dream_eruption_aurora.jpg,wallpapers/studio/general/0148_glass_dream_eruption_aurora.jpg,20466,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Electric cyan, violet and emerald, luminous against midnight."
292,0292_liquid_twilight_eruption_aurora.jpg,general,liquid,twilight,eruption,aurora,,2021390110,previews/studio/general/0292_liquid_twilight_eruption_aurora.jpg,wallpapers/studio/general/0292_liquid_twilight_eruption_aurora.jpg,64224,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Low directional light, long soft shadows, subdued highlights, layered atmospheric haze and a gradual transition between luminous and dark values. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Electric cyan, violet and emerald, luminous against midnight."
436,0436_light_midnight_eruption_aurora.jpg,general,light,midnight,eruption,aurora,,2008050528,previews/studio/general/0436_light_midnight_eruption_aurora.jpg,wallpapers/studio/general/0436_light_midnight_eruption_aurora.jpg,64616,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Electric cyan, violet and emerald, luminous against midnight."
9,0009_cosmos_midnight_eruption_ember.jpg,general,cosmos,midnight,eruption,ember,,287862550,previews/studio/general/0009_cosmos_midnight_eruption_ember.jpg,wallpapers/studio/general/0009_cosmos_midnight_eruption_ember.jpg,63952,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Predominantly deep values, sparse concentrated illumination, rich shadows, isolated highlights and quiet low-light atmosphere. Explosive outward movement, fragmented forms, dramatic displacement, extreme scale variation and dense controlled complexity radiating through the composition. Molten orange, crimson and amber against charcoal."
149,0149_glass_storm_stillness_aurora.jpg,general,glass,storm,stillness,aurora,,394198159,,,,failed,"prediction failed: Model execution failed (User Input Error): AiError: AiError: NSFW content detected. Try running it again, or try a different prompt. (a226fc2b-3f08-4162-9e10-9aada9d745ae)"
293,0293_liquid_eclipse_stillness_aurora.jpg,general,liquid,eclipse,stillness,aurora,,380858577,previews/studio/general/0293_liquid_eclipse_stillness_aurora.jpg,wallpapers/studio/general/0293_liquid_eclipse_stillness_aurora.jpg,64181,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Electric cyan, violet and emerald, luminous against midnight."
437,0437_light_inferno_stillness_aurora.jpg,general,light,inferno,stillness,aurora,,367518995,previews/studio/general/0437_light_inferno_stillness_aurora.jpg,wallpapers/studio/general/0437_light_inferno_stillness_aurora.jpg,63280,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Electric cyan, violet and emerald, luminous against midnight."
10,0010_cosmos_inferno_stillness_ember.jpg,general,cosmos,inferno,stillness,ember,,794814664,previews/studio/general/0010_cosmos_inferno_stillness_ember.jpg,wallpapers/studio/general/0010_cosmos_inferno_stillness_ember.jpg,63684,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Centered, balanced composition with generous negative space, minimal directional movement, simple large forms and a strong sense of visual stability. Molten orange, crimson and amber against charcoal."
150,0150_glass_eclipse_drift_ember.jpg,general,glass,eclipse,drift,ember,,901150273,previews/studio/general/0150_glass_eclipse_drift_ember.jpg,wallpapers/studio/general/0150_glass_eclipse_drift_ember.jpg,63990,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Transparent and translucent glass, refraction, caustics, prisms, curved surfaces, crystalline edges, internal reflections and luminous optical depth. Strong backlighting, deep silhouettes, narrow brilliant rim light, extreme separation between darkness and radiance, with restrained atmospheric glow. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Molten orange, crimson and amber against charcoal."
294,0294_liquid_inferno_drift_ember.jpg,general,liquid,inferno,drift,ember,,887810691,previews/studio/general/0294_liquid_inferno_drift_ember.jpg,wallpapers/studio/general/0294_liquid_inferno_drift_ember.jpg,64404,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Flowing, suspended and colliding fluids; ribbons, droplets, splashes, folds, pools and smooth sculptural forms shaped by surface tension. Intense internal illumination, brilliant hot highlights, deep surrounding shadows, glowing atmospheric haze and aggressive high-contrast luminosity. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Molten orange, crimson and amber against charcoal."
438,0438_light_storm_drift_ember.jpg,general,light,storm,drift,ember,,874471109,previews/studio/general/0438_light_storm_drift_ember.jpg,wallpapers/studio/general/0438_light_storm_drift_ember.jpg,63559,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Beams, halos, luminous ribbons, glowing fields, volumetric rays, reflections and radiant forms constructed primarily from illumination. Hard raking light through broken darkness, sharp highlights, deep shadows, high contrast and dense moisture-filled atmosphere. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Molten orange, crimson and amber against charcoal."
11,0011_cosmos_dream_drift_ember.jpg,general,cosmos,dream,drift,ember,,1301766778,previews/studio/general/0011_cosmos_dream_drift_ember.jpg,wallpapers/studio/general/0011_cosmos_dream_drift_ember.jpg,63469,ok,"A single striking abstract artwork made as a mobile phone wallpaper. Vertical 9:16 mobile wallpaper, full-bleed edge to edge composition. The upper region of the frame is open and unadorned — atmosphere, gradient falloff or empty depth, no detail and no focal point there. The principal subject sits in the lower two thirds, weighted below centre and placed off the vertical axis. Clear depth across three planes: near, middle and far. No text, no letterforms, no numerals, no signature, no watermark, no logo, no border and no frame. Vast celestial forms, nebulae, star fields, cosmic dust, planetary curves, gravitational arcs and luminous interstellar structures. Soft diffused illumination, luminous haze, gentle tonal transitions, restrained contrast, subtle bloom and an ethereal atmospheric glow. Gentle directional movement, softly displaced forms, subtle asymmetry and relaxed visual flow across the composition. Molten orange, crimson and amber against charcoal."
